ems_no,fac_name,county_name,document_no,transgress_date,transgress_law,penalty_money,penalty_date,ispetition,petition_results,appeal_or_rescind,transgress_type,fac_address,transgress_name,openinfor,lawsuit_date_1,illegal_money,track_illegal_money,petition_agency,ban,transgress_address,subject,gist_define,improve_deadline,inspection_condition,transgress_control_id,is_improve,inspection_datetime_s,penaltykind,isimportant,paymentstate,isreminder,isadmincourt,isreducemoney,allow_rework_date,fac_city_code,fac_area_code,transgress_city_code
F01097035987,遠東百貨股份有限公司,新北市,40-115-030028,2025-11-26,廢棄物清理法第28條第1項,12000,2026-03-11,0,,,事業廢棄物,新北市板橋區新站路一六號一八樓,遠東百貨股份有限公司板橋分公司,貴公司所屬板橋分公司事業活動產生廢棄物(廢油混合物，廢棄物代碼：D-1799)，惟未依規定委託經主管機關許可之清除機構(未領有清除該種類廢棄物之許可文件)清除。,,0,0,,03521905,新北市板橋區中山路1段152號,罰鍰新臺幣12000元整。處環境講習2小時整。,"違反廢棄物清理法第28條第1項第3款第1目規定，爰依廢棄物清理法第52條暨違反廢棄物清理法罰鍰額度裁罰準則第2條第1項第2款規定裁處。
依環境教育法第23條暨環境講習執行辦法第5條及第8條第1項規定裁處環境講習。依環境教育法第23條第2款之規定裁處環境講習",,,F01097004348,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000010,65000
F10097012161,翰德工程有限公司,新北市,21-115-010483,2025-10-03,空氣污染防制法第46條第1項,3000,2026-01-13,0,,,移動污染,新北市淡水區中山北路三段五九之一號七樓,翰德工程有限公司,車輛(車號：****-JT)檢測結果排放黑煙（不透光率）為1.3m-1，超過移動污染源空氣污染物排放標準（1.2m-1）。,,0,0,,29134324,新北市林口區中湖里14鄰中湖40-6號,罰鍰新臺幣3000元整。,違反空氣污染防制法第46條規定，爰依空氣污染防制法第79條及移動污染源違反空氣污染防制法裁罰準則第2條規定裁處。,,,F10097012161,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000100,65000
D27097019276,新雄營造股份有限公司,臺北市,22-115-010156,2025-12-24,噪音管制法第9條第1項第4款，噪音管制標準第6條,72000,2026-01-12,0,,,噪音污染,臺南市東區復興里裕忠路三八二號,新雄營造股份有限公司-112建字第0040號新建工程,"營建工程- 噪音(20Hz至20kHz)超過管制標準。(測量值：76.9分貝、管制標準值：67分貝)(工程名稱:台北信友堂新建工程、建造執照:112建字第0040號)",,0,0,,84531755,臺北市大安區羅斯福路3段283巷19弄9號旁,罰鍰新臺幣72000元整。處環境講習8小時整。,違反噪音管制法第9條第1項第4款及噪音管制標準第6條之規定，並依噪音管制法第24條第1項第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A35D4629,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,67000,67000320,63000
F05097011829,冠君營造有限公司,臺北市,22-115-050001,2026-03-11,噪音管制法第8條第4款,6000,2026-05-04,0,,,噪音污染,新北市新店區寶福里寶興路四五巷二弄二○號八樓,冠君營造有限公司,營建工程未經核准，於本市第四類噪音管制區晚上10時至翌日上午8時，使用動力機械從事施工致妨礙安寧。(工程名稱:110年度一般道路更新工程開口契約(第2標)(松山、信義區))(屬噪音管制區劃定作業準則之夜間時段),,0,0,,97024470,臺北市大安區忠孝東路5段515號前,罰鍰新臺幣6000元整。處環境講習2小時整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,F05097011829,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000060,63000
F04097048227,福德榮企業社,新北市,21-115-050456,2026-03-05,空氣污染防制法第40條第3項,2000,2026-05-12,0,,,移動污染,新北市中和區福祥路一二二號一樓,福德榮企業社,車輛(車號:KEQ-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,37898421,新北市八里區臺61線西濱快速道路16.4K處(往林口),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項暨移動污染源違反空氣污染防制法裁罰準則第2條規定裁處。,,,F04097048227,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000030,65000
B01100003351,宛箕有限公司,臺中市,21-115-020038,2025-11-11,空氣污染防制法第40條第3項,2000,2026-02-09,0,,,移動污染,臺中市大肚區王田里王福街四九二號,宛箕有限公司,宛箕有限公司所有車號049-UC車輛於114年11月11日08時19分行經本局公告空氣品質維護區中央公園，且未具一年內完成排煙檢驗合格紀錄，已違反空氣污染防制法第40條第3項規定。,,0,0,,97356646,臺中市西屯區中央公園,罰鍰新臺幣2000元整，限於115年3月9日前至各縣市任一柴油車排煙檢測站複驗合格，屆期仍未完成改善者，按次處罰。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,B01100003351,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000240,66000
F05097030020,群英慧實業有限公司,新北市,21-115-040741,2025-10-23,空氣污染防制法第40條第3項,500,2026-04-16,0,,,移動污染,新北市新店區碧潭路三五號二樓,群英慧實業有限公司,車輛(車號:ZV-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,50978382,新北市板橋區縣民大道一段181號對面,罰鍰新臺幣500元整。,違反空氣污染防制法第40條第3項規定及新北市政府114年1月1日新北府環空字第1132406904號公告事項二規定，爰依空氣污染防制法第76條第2項規定裁處。,,,F05097030020,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000060,65000
C10097012637,安佳交通運輸有限公司,桃園市,21-115-030242,2025-11-22,空氣污染防制法第40條第3項,2000,2026-03-09,0,,,移動污染,基隆市中正區信五路二○巷一號一樓,安佳交通運輸有限公司,"查貴公司所有車輛（車號：FQ-528、營業大貨車）於114年11月22日行經「桃園市內壢空氣品質維護區」，且於本府查證日前一年內，非排煙檢測合格之車輛，核已違反「桃園市內壢空氣品質維護區移動污染源管制措施」及空氣污染防制法第40條第3項規定，爰依同法第76條第2項暨「移動污染源違反空氣污染防制法裁罰準則」規定，處新臺幣2,000元罰鍰。",,0,0,,20911673,桃園市八德區永豐路,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,C10097012637,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10017,10017010,68000
O17097058975,花漾城社區管理委員會,新竹市,45-115-020018,2026-02-02,廢棄物清理法第12條第1項，一般廢棄物回收清除處理辦法第14條,1200,2026-02-25,0,,,源頭減量及資源回收,新竹市北區西濱路一段一八五之一八七號,花漾城社區管理委員會,"本局於115年2月2日派員至貴社區設置之一般廢棄物貯存區稽查，發現台端(蔡佩蓉)垃圾分類不確實，且於垃圾包內有相關事證，此行為已違反廢棄物清理法第12條第1項規定，爰依同法第50條第2款規定，處新台幣1,200元罰鍰。",,0,0,,92633755,新竹市北區西濱路一段185號,罰鍰新臺幣1200元整。,違反廢棄物清理法第12條第1項及一般廢棄物回收清除處理辦法第14條之規定，並依廢棄物清理法第50條第2款裁處。,,,O17097058975,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10018,10018000,10018
F14097021584,中誌企業社,新北市,21-115-130210,2025-05-28,空氣污染防制法第40條第3項,1000,2026-01-27,0,,,移動污染,新北市蘆洲區長安街三一三巷四○號一樓,中誌企業社,車輛(車號:****-ED)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,67791994,新北市板橋區新北市板橋區民生路二段181號旁,罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項及新北市政府113年12月9日新北環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條規定裁處。,,,F14097021584,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000140,65000
F14097017222,國雄交通企業有限公司,臺北市,21-115-022701,2025-08-07,空氣污染防制法第40條第3項,1000,2026-02-12,0,,,移動污染,新北市蘆洲區國道路二段一○九號七樓,國雄交通企業有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=),,0,0,,36277178,臺北市大安區新生南路與辛亥路北向(新生南路至松江路南北向車道),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F14097017222,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,是,否,,,65000,65000140,63000
E53097011364,東佃塑膠企業有限公司,高雄市,41-115-050652,2026-02-02,廢棄物清理法第27條第2款,2400,2026-05-20,0,,,一般廢棄物,高雄市苓雅區三多二路一四六號,東佃塑膠企業有限公司,任意棄置一般廢棄物(門板)致污染地面。污染程度:中度,,0,0,,23342134,高雄市苓雅區廣東一街與廣東一街3巷口,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款及違反廢棄物清理法罰鍰額度裁罰準則裁處。,,,E53097011364,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,64000,64000080,64000
H4610940,柏承科技股份有限公司蘆竹二廠,桃園市,20-115-010016,2025-07-23,空氣污染防制法第24條第2項,100000,2026-01-17,0,,,固定空污,桃園市蘆竹區坑口里大有街二九巷八號,柏承科技股份有限公司蘆竹二廠,案經本府114年7月23日派員至貴廠稽查，查貴廠領有本府核發之固定污染源「印刷電路板製造程序(M01)」操作許可證，稽查時作業中，查獲貴廠未每日填寫原(物)料、燃料或產品產量之操作產製紀錄(銅箔、氨水、油墨稀釋劑使用量)及污染源設備操作紀錄(烘烤區產品總產能、操作溫度及曝光區產品總能)，貴廠未依核發之許可證內容操作。,,0,0,,23750095,桃園市蘆竹區坑口里大有街29巷8號,罰鍰新臺幣100000元整。限改日期：114年08月23日。處環境講習2小時整。,違反空氣污染防制法第24條第2項之規定，並依空氣污染防制法第62條第1項第5款裁處。依環境教育法第23條第2款之規定裁處環境講習,2025-08-23,,H4610940,已改善完成,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,,,68000,68000050,68000
B04100009721,御農生物科技有限公司,彰化縣,40-115-030031,2026-03-04,廢棄物清理法第31條第1項第1款,12000,2026-03-25,0,,,事業廢棄物,臺中市太平區中和街一○二巷三號一樓,御農生物科技有限公司,貴公司於本縣芳苑鄉芳榮段444地號從事禽畜糞之再利用行為，係屬環境部公告「應檢具事業廢棄物清理計畫書之事業」。公告事項一、(十九)、再利用機構，惟未依規定檢具事業廢棄物清理計畫書，送主管機關審查核准，即逕行營運，案經本局派員於115年3月4日現場查證屬實。,,0,0,,94221420,彰化縣芳苑鄉芳榮段444地號,"罰鍰新臺幣12000元整，違規部分限期於115年5月29日前改善完成，改善內容為文到 日起停止再利用行為，並限期於115年5月29日前檢具事業廢 棄物清理計畫書，送主管機關審查核准後始得營運，倘再經 查獲上開違規情節，仍將依法按次處罰。另屆期未取得審核 機關核准通過之事業廢棄物清理計畫書者，場內堆置之禽畜 糞應依廢棄物清理法規定於115年5月29日前清除完畢，並檢具清除前、中、後相片及廢棄物流向證明報請本局查驗。限改日期：115年05月29日。處環境講習1小時整。",違反廢棄物清理法第31條第1項第1款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-05-29,,B04100009721,已改善完成,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,,,66000,66000270,10007
E50B5965,頂潔環保有限公司,高雄市,40-115-020017,2025-10-02,公民營廢棄物清除處理機構許可管理辦法第18條，廢棄物清理法第42條,6000,2026-02-05,0,,,事業廢棄物,高雄市三民區博愛一路三九一號七樓之一,頂潔環保有限公司,現場堆置廢木材混合物、貝克桶該公司領有本局核發甲級清除許可證卻未申請貯存場顯未依通過之申請文件內容辦理違反廢棄物清理法第42條暨公民營廢棄物清除處理機構許可管理辦法第18條規定。,,0,0,,42802170,高雄市湖內區圍子內段3881地號,罰鍰新臺幣6000元整，並限期於本處分送達之次日起10日內完成改善。屆期未改善完成，將連續處罰。處環境講習1小時整。,違反廢棄物清理法第42條及公民營廢棄物清除處理機構許可管理辦法第18條之規定，並依廢棄物清理法第55條第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,E50B5965,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000050,64000
U91A4695,峻華工程行,花蓮縣,20-115-010009,2025-11-09,空氣污染防制法第32條第1項第1款,195000,2026-01-23,0,,,固定空污,花蓮縣花蓮市國裕里富安路五五號,峻華工程行,經本縣環境保護局稽查人員於114年11月9日23時10分現場查獲並拍照存證，已違反「空氣污染防制法」第32條第1項第1款「從事燃燒、融化、煉製、研磨、鑄造、輸送或其他操作，致產生明顯之粒狀污染物，散布於空氣或他人財物。」之規定並應以同法第67條進行告發裁處。,,0,0,,41005129,花蓮縣花蓮市石壁街320之1號,罰鍰新臺幣195000元整。限改日期：115年02月12日。處環境講習2小時整。,違反空氣污染防制法第32條第1項第1款之規定，並依空氣污染防制法第67條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-02-12,,U91A4695,已改善完成,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10015,10015010,10015
